timestamp,project_id,resource_type,resource_id,zone,metric_name,metric_value,metric_unit,cpu_usage_percent,memory_usage_bytes,memory_limit_bytes,network_ingress_bytes,network_egress_bytes,restart_count,label_app,label_env,label_version,_anomaly
2026-03-05T00:00:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0838,s{CPU},8.38,312923413,1073741824,178504,107449,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:00:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0446,s{CPU},4.46,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:01:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0805,s{CPU},8.05,311222514,1073741824,199841,117350,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:01:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0462,s{CPU},4.62,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:02:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0729,s{CPU},7.29,319579524,1073741824,191461,99159,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:02:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0485,s{CPU},4.85,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:03:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0838,s{CPU},8.38,323263423,1073741824,224353,113598,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:03:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0456,s{CPU},4.56,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:04:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0834,s{CPU},8.34,323761612,1073741824,174924,105407,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:04:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0534,s{CPU},5.34,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:05:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0836,s{CPU},8.36,311955875,1073741824,217747,114349,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:05:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0557,s{CPU},5.57,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:06:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0804,s{CPU},8.04,319079449,1073741824,198560,109568,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:06:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0562,s{CPU},5.62,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:07:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0807,s{CPU},8.07,312547553,1073741824,213341,107172,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:07:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0512,s{CPU},5.12,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:08:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0851,s{CPU},8.51,315205588,1073741824,213484,114002,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:08:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0477,s{CPU},4.77,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:09:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0856,s{CPU},8.56,307461360,1073741824,225205,94263,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:09:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0572,s{CPU},5.72,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:10:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0876,s{CPU},8.76,318780876,1073741824,197857,97554,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:10:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0537,s{CPU},5.37,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:11:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0795,s{CPU},7.95,311277312,1073741824,205216,102004,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:11:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0446,s{CPU},4.46,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:12:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.083,s{CPU},8.3,313376415,1073741824,231884,101510,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:12:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0507,s{CPU},5.07,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:13:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.081,s{CPU},8.1,316553031,1073741824,230571,115345,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:13:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0464,s{CPU},4.64,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:14:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0846,s{CPU},8.46,311180478,1073741824,177790,96043,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:14:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0551,s{CPU},5.51,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:15:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0804,s{CPU},8.04,320550206,1073741824,216812,102810,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:15:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0449,s{CPU},4.49,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:16:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0876,s{CPU},8.76,310420659,1073741824,180094,92016,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:16:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0447,s{CPU},4.47,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:17:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0853,s{CPU},8.53,320300101,1073741824,187341,97381,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:17:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0505,s{CPU},5.05,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:18:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.079,s{CPU},7.9,317639569,1073741824,226643,110213,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:18:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0435,s{CPU},4.35,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:19:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0776,s{CPU},7.76,316267853,1073741824,210689,112833,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:19:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0449,s{CPU},4.49,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:20:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0834,s{CPU},8.34,314184599,1073741824,211117,90784,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:20:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0556,s{CPU},5.56,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:21:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0763,s{CPU},7.63,321201528,1073741824,203328,109534,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:21:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0558,s{CPU},5.58,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:22:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0729,s{CPU},7.29,309874719,1073741824,206066,94656,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:22:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0498,s{CPU},4.98,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:23:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0758,s{CPU},7.58,305981903,1073741824,227589,90885,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:23:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0542,s{CPU},5.42,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:24:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0812,s{CPU},8.12,308866598,1073741824,180779,107520,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:24:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0552,s{CPU},5.52,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:25:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0739,s{CPU},7.39,314302235,1073741824,194404,95328,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:25:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0506,s{CPU},5.06,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:26:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0879,s{CPU},8.79,312891309,1073741824,226897,114043,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:26:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0498,s{CPU},4.98,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:27:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.082,s{CPU},8.2,315955974,1073741824,224083,95385,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:27:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.044,s{CPU},4.4,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:28:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0725,s{CPU},7.25,317841446,1073741824,194511,106487,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:28:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0501,s{CPU},5.01,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:29:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0744,s{CPU},7.44,318725949,1073741824,225222,99491,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:29:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0448,s{CPU},4.48,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:30:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.085,s{CPU},8.5,308006467,1073741824,224293,112923,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:30:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0511,s{CPU},5.11,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:31:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0797,s{CPU},7.97,308890489,1073741824,197474,88879,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:31:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0443,s{CPU},4.43,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:32:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0742,s{CPU},7.42,312848273,1073741824,218277,91321,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:32:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0515,s{CPU},5.15,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:33:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0754,s{CPU},7.54,316357234,1073741824,190669,105495,0,terminal-handler,prod-sim,2.7.0,
2026-03-05T00:33:00.000Z,synth-banking-sim-001,cloud_sql_instance,synth-sql-instance-01,europe-west2-b,cloudsql/database/cpu/usage_time,0.0564,s{CPU},5.64,,,,,0,terminal-handler-db,prod-sim,,
2026-03-05T00:34:00.000Z,synth-banking-sim-001,gke_container,terminal-handler-pod-7d9f-xk2lp,europe-west2-b,container/cpu/usage_time,0.0849,s{CPU},8.49,310340851,1073741824,198891,88182,0,terminal-handler,prod-sim,2.7.0,
